lon,lat
-76.6332994781469,18.2250795449155
-76.6315636581395,18.3075033365576
-76.6284116970161,18.3898851284829
-76.6238445256233,18.4722005914605
-76.6178634927513,18.5544254158479
-76.6104703647361,18.6365353187702
-76.601667324938,18.7185060512914
-76.5914569730962,18.8003134055758
-76.5798423245618,18.8819332220371
-76.5668268094064,18.963341396473
-76.5524142714101,19.0445138871842
-76.5366089669256,19.125426722074
-76.5194155636214,19.2060560057281
-76.5008391391035,19.2863779264713
-76.4808851794159,19.3663687633999
-76.4595595774201,19.4460048933867
-76.4368686310549,19.5252627980575
-76.412819041477,19.6041190707369
-76.3874179110811,19.6825504233604
-76.3606727414031,19.7605336933524
-76.3325914309047,19.8380458504663
-76.3031822726401,19.9150640035857
-76.2724539518079,19.9915654074851
-75.8737056779614,20.0672030373424
-75.5535642673218,20.1088652757133
-74.455872009885,20.1733237691954
-74.3329818363254,20.2466016685105
-74.2091659615,20.3183043492605
-74.1707697183359,20.3263822481132
-74.1322397643108,20.3337961932043
-74.0935875797256,20.340543975491
-74.054824681301,20.3466235844188
-74.0159626187455,20.3520332085206
-73.9770129713144,20.3567712359567
-73.9379873443596,20.3608362549948
-73.8988973658718,20.3642270544307
-73.8597546830156,20.3669426239491
-73.8205709586593,20.368982154425
-73.7813578678999,20.3703450381642
-73.7421270945843,20.3710308690849
-73.702890327828,20.3710394428385
-73.6636592585325,20.3703707568702
-73.6244455759015,20.3690250104203
-73.5852609639583,20.3670026044646
-73.5461170980642,20.3643041415945
-73.5070256414402,20.3609304258384
-73.4679982416913,20.356882462421
-73.4290465273362,20.3521614574649
-73.3901821043429,20.3467688176302
-73.3514165526698,20.3407061496963
-73.3127614228163,20.3339752600823
-73.2742282323802,20.3265781543095
-73.2358284626271,20.3185170364034
-73.1975735550683,20.3097943082371
-73.1594749080527,20.3004125688155
-73.12154387337,20.2903746135013
-73.0837917528684,20.2796834331818
-73.0462297950873,20.2683422133777
-73.0088691919057,20.256354333294
-72.9717210752074,20.2437233648135
-72.934796513564,20.2304530714317
-72.8981065089374,20.2165474071365
-72.8616619934012,20.2020105152291
-72.8254738258838,20.1868467270902
